outside box penalty,loss,step,epoch
1.0,1.2214348316192627,4,4
1.0,0.640263020992279,9,9
1.0,-0.8261570334434509,14,14
1.0,-0.6119990348815918,19,19
1.0,-1.2542724609375,24,24
1.0,-1.6873347759246826,29,29
1.0,-1.959177851676941,34,34
1.0,-2.268679618835449,39,39
1.0,-2.6073052883148193,44,44
1.0,-3.0813934803009033,49,49
1.0,-3.6175503730773926,54,54
1.0,-3.0488483905792236,59,59
1.0,-2.8586130142211914,64,64
1.0,-3.162872791290283,69,69
1.0,-3.315474033355713,74,74
1.0,-3.6794912815093994,79,79
1.0,-3.7191779613494873,84,84
1.0,-3.6975257396698,89,89
1.0,-3.6890738010406494,94,94
1.0,-3.7882797718048096,99,99
