outside box penalty,loss,step,epoch
1.0,1.2045079469680786,4,4
1.0,0.6314207315444946,9,9
1.0,-0.7371267080307007,14,14
1.0,-1.9647058248519897,19,19
1.0,-2.0716867446899414,24,24
1.0,-2.325040817260742,29,29
1.0,-2.7924106121063232,34,34
1.0,-2.979398012161255,39,39
1.0,-3.436129093170166,44,44
1.0,-3.6001265048980713,49,49
1.0,-3.3687398433685303,54,54
1.0,-3.596961259841919,59,59
1.0,-3.583003282546997,64,64
1.0,-3.552724599838257,69,69
1.0,-3.607107639312744,74,74
1.0,-3.672766923904419,79,79
1.0,-3.537348985671997,84,84
1.0,-3.5610876083374023,89,89
1.0,-3.5548977851867676,94,94
1.0,-3.803783893585205,99,99
