outside box penalty,loss,step,epoch
1.0,1.2395622730255127,4,4
1.0,0.6887518763542175,9,9
1.0,-0.7812879681587219,14,14
1.0,-1.5266448259353638,19,19
1.0,-1.0934932231903076,24,24
