outside box penalty,loss,epoch,step
1.0,1.0781581401824951,4,4
1.0,-0.061265770345926285,9,9
1.0,0.08320076763629913,14,14
1.0,0.19946016371250153,19,19
1.0,0.3766685724258423,24,24
