outside box penalty,loss,epoch,step
1.0,1.329196572303772,4,4
1.0,1.0694375038146973,9,9
1.0,0.3421705663204193,14,14
1.0,-0.8449116349220276,19,19
1.0,-1.233203649520874,24,24
