step,loss,epoch,outside box penalty
4,1.7846958637237549,4,1.0000195503234863
9,1.7532058954238892,9,1.00001859664917
14,1.7227576971054077,14,1.0000172853469849
19,1.6914052963256836,19,1.0000165700912476
24,1.6609835624694824,24,1.0000156164169312
29,1.6323704719543457,29,1.0000145435333252
34,1.6058191061019897,34,1.0000133514404297
39,1.5816190242767334,39,1.0000122785568237
44,1.5598928928375244,44,1.0000114440917969
49,1.54009211063385,49,1.0000104904174805
54,1.5210866928100586,54,1.0000100135803223
59,1.5022718906402588,59,1.000009536743164
64,1.4842230081558228,64,1.0000088214874268
69,1.4680155515670776,69,1.0000079870224
74,1.4545501470565796,74,1.000007152557373
79,1.4437509775161743,79,1.0000070333480835
84,1.4350206851959229,84,1.000006079673767
89,1.428024411201477,89,1.0000057220458984
94,1.4225808382034302,94,1.0000053644180298
99,1.4185229539871216,99,1.000004768371582
104,1.415635108947754,104,1.0000044107437134
109,1.4135842323303223,109,1.000004529953003
114,1.4120901823043823,114,1.0000041723251343
119,1.4109463691711426,119,1.0000039339065552
124,1.4100098609924316,124,1.0000038146972656
129,1.4091895818710327,129,1.0000040531158447
134,1.4084339141845703,134,1.0000041723251343
139,1.4077174663543701,139,1.0000041723251343
144,1.4070298671722412,144,1.0000041723251343
149,1.4063667058944702,149,1.0000040531158447
154,1.4057248830795288,154,1.0000040531158447
159,1.4051021337509155,159,1.000003695487976
164,1.4044948816299438,164,1.0000035762786865
169,1.4039007425308228,169,1.0000035762786865
174,1.4033161401748657,174,1.0000035762786865
179,1.4027376174926758,179,1.0000035762786865
184,1.4021626710891724,184,1.0000032186508179
189,1.401587963104248,189,1.0000032186508179
194,1.401011347770691,194,1.0000032186508179
199,1.40043044090271,199,1.0000032186508179
204,1.3998467922210693,204,1.0000032186508179
209,1.3992551565170288,209,1.0000032186508179
214,1.3986515998840332,214,1.0000032186508179
219,1.398033618927002,219,1.0000032186508179
224,1.3973995447158813,224,1.0000032186508179
229,1.396747350692749,229,1.0000028610229492
234,1.3960750102996826,234,1.0000027418136597
239,1.395379900932312,239,1.0000027418136597
244,1.394660234451294,244,1.0000027418136597
249,1.3939138650894165,249,1.0000027418136597
254,1.393139362335205,254,1.0000027418136597
259,1.392335057258606,259,1.0000027418136597
264,1.3914990425109863,264,1.0000027418136597
269,1.3906300067901611,269,1.0000027418136597
274,1.3897267580032349,274,1.000002384185791
279,1.3887879848480225,279,1.000002384185791
284,1.3878123760223389,284,1.000002384185791
289,1.3867994546890259,289,1.000002384185791
294,1.3857488632202148,294,1.000002384185791
299,1.3846609592437744,299,1.000002384185791
304,1.383544921875,304,1.000002384185791
309,1.3823955059051514,309,1.000002384185791
314,1.3812118768692017,314,1.000002384185791
319,1.379995584487915,319,1.0000022649765015
324,1.3787486553192139,324,1.0000022649765015
329,1.3774744272232056,329,1.0000017881393433
334,1.3761754035949707,334,1.0000019073486328
339,1.3748550415039062,339,1.0000019073486328
344,1.3735175132751465,344,1.0000019073486328
349,1.3721659183502197,349,1.0000019073486328
354,1.3708049058914185,354,1.0000019073486328
359,1.3694385290145874,359,1.0000019073486328
364,1.3680704832077026,364,1.0000017881393433
369,1.3667038679122925,369,1.0000015497207642
374,1.365342378616333,374,1.0000015497207642
379,1.3639910221099854,379,1.0000015497207642
384,1.3626540899276733,384,1.0000015497207642
389,1.3613358736038208,389,1.0000014305114746
394,1.3600400686264038,394,1.0000014305114746
399,1.3587701320648193,399,1.0000014305114746
404,1.3575372695922852,404,1.0000014305114746
409,1.356335163116455,409,1.0000014305114746
414,1.355161190032959,414,1.0000014305114746
419,1.3540148735046387,419,1.000001072883606
424,1.3528945446014404,424,1.000001072883606
429,1.351798415184021,429,1.000001072883606
434,1.350724697113037,434,1.000001072883606
439,1.3496710062026978,439,1.0000009536743164
444,1.3486353158950806,444,1.0000009536743164
449,1.3476169109344482,449,1.0000009536743164
454,1.3466126918792725,454,1.0000009536743164
459,1.3456209897994995,459,1.0000008344650269
464,1.3446385860443115,464,1.0000004768371582
469,1.3436626195907593,469,1.0000004768371582
474,1.342690348625183,474,1.0000004768371582
479,1.341719150543213,479,1.0000004768371582
484,1.340745449066162,484,1.0000004768371582
489,1.3397661447525024,489,1.0000004768371582
494,1.3387775421142578,494,1.0000004768371582
499,1.3377759456634521,499,1.0000004768371582
504,1.3367669582366943,504,1.0000004768371582
509,1.3357408046722412,509,1.0000004768371582
514,1.3346935510635376,514,1.0000004768371582
519,1.3336231708526611,519,1.0000004768371582
524,1.3325316905975342,524,1.0000003576278687
529,1.331419825553894,529,1.0000003576278687
534,1.3302834033966064,534,1.0000003576278687
539,1.3291208744049072,539,1.0000003576278687
544,1.3279308080673218,544,1.0000003576278687
549,1.3267130851745605,549,1.0000003576278687
554,1.3254656791687012,554,1.0000003576278687
559,1.324187159538269,559,1.0000003576278687
564,1.322878360748291,564,1.0000003576278687
569,1.3215386867523193,569,1.0000003576278687
574,1.3201686143875122,574,1.0000003576278687
579,1.318768858909607,579,1.0000003576278687
584,1.317341685295105,584,1.0000003576278687
589,1.3158918619155884,589,1.0000003576278687
594,1.3144277334213257,594,1.0000003576278687
599,1.3129602670669556,599,1.0000003576278687
604,1.3115112781524658,604,1.0000003576278687
609,1.3100825548171997,609,1.0000003576278687
614,1.3086788654327393,614,1.0000003576278687
619,1.307305097579956,619,1.0000004768371582
624,1.3059666156768799,624,1.0000004768371582
629,1.3046666383743286,629,1.0000004768371582
634,1.3034054040908813,634,1.0000004768371582
639,1.3021856546401978,639,1.0000004768371582
644,1.3010064363479614,644,1.0000004768371582
649,1.299861192703247,649,1.0000003576278687
654,1.2987397909164429,654,1.0000003576278687
659,1.2976332902908325,659,1.0000003576278687
664,1.2965312004089355,664,1.0000003576278687
669,1.2954212427139282,669,1.0000003576278687
674,1.2942936420440674,674,1.0000004768371582
679,1.293138027191162,679,1.0000004768371582
684,1.2919540405273438,684,1.0000004768371582
689,1.2907583713531494,689,1.0000004768371582
694,1.289602279663086,694,1.0000004768371582
699,1.288527011871338,699,1.0000004768371582
704,1.2873364686965942,704,1.0000005960464478
709,1.2866747379302979,709,1.0000005960464478
714,1.2860567569732666,714,1.0000007152557373
719,1.2853271961212158,719,1.0000005960464478
724,1.2851059436798096,724,1.0000005960464478
729,1.2856042385101318,729,1.0000005960464478
734,1.2859392166137695,734,1.0000005960464478
739,1.2842466831207275,739,1.0000005960464478
744,1.285480260848999,744,1.0000005960464478
749,1.28511381149292,749,1.0000005960464478
754,1.2847559452056885,754,1.0000005960464478
759,1.284414291381836,759,1.0000005960464478
764,1.284051537513733,764,1.0000005960464478
769,1.2836884260177612,769,1.0000005960464478
774,1.283371925354004,774,1.0000005960464478
779,1.2830915451049805,779,1.0000005960464478
784,1.282802939414978,784,1.0000005960464478
789,1.282485008239746,789,1.0000007152557373
794,1.2821509838104248,794,1.0000007152557373
799,1.2818214893341064,799,1.0000007152557373
804,1.2815035581588745,804,1.0000007152557373
809,1.2811870574951172,809,1.0000007152557373
814,1.2808687686920166,814,1.0000007152557373
819,1.2805519104003906,819,1.0000007152557373
824,1.2802343368530273,824,1.0000007152557373
829,1.2799105644226074,829,1.0000007152557373
834,1.2795804738998413,834,1.0000007152557373
839,1.27924644947052,839,1.0000007152557373
844,1.2789082527160645,844,1.0000005960464478
849,1.278564691543579,849,1.0000005960464478
854,1.2782175540924072,854,1.0000005960464478
859,1.277868628501892,859,1.0000005960464478
864,1.2775174379348755,864,1.0000005960464478
869,1.2771596908569336,869,1.0000005960464478
874,1.2767927646636963,874,1.0000005960464478
879,1.2764220237731934,879,1.0000005960464478
884,1.2760541439056396,884,1.0000005960464478
889,1.2756881713867188,889,1.0000005960464478
894,1.2753190994262695,894,1.0000005960464478
899,1.2749496698379517,899,1.0000005960464478
904,1.274587869644165,904,1.0000005960464478
909,1.2742328643798828,909,1.0000005960464478
914,1.273881196975708,914,1.0000005960464478
919,1.2735323905944824,919,1.0000005960464478
924,1.2731859683990479,924,1.0000005960464478
929,1.2728416919708252,929,1.0000005960464478
934,1.2714159488677979,934,1.0000005960464478
939,1.271834373474121,939,1.0000005960464478
944,1.2706990242004395,944,1.0000005960464478
949,1.2706788778305054,949,1.0000005960464478
954,1.2700875997543335,954,1.0000005960464478
959,1.2697336673736572,959,1.0000005960464478
964,1.2693734169006348,964,1.0000005960464478
969,1.2690411806106567,969,1.0000005960464478
974,1.2687441110610962,974,1.0000005960464478
979,1.268463373184204,979,1.0000005960464478
984,1.2681944370269775,984,1.0000005960464478
989,1.2679314613342285,989,1.0000005960464478
994,1.2676712274551392,994,1.0000005960464478
999,1.2674152851104736,999,1.0000005960464478
