outside box penalty,loss,step,epoch
1.0,1.2363706827163696,4,4
1.0,0.6568418741226196,9,9
1.0,-0.7473781108856201,14,14
1.0,-1.0769206285476685,19,19
1.0,-1.0466917753219604,24,24
1.0,-1.336495041847229,29,29
1.0,-1.3941841125488281,34,34
1.0,-1.519209861755371,39,39
1.0,-1.616053581237793,44,44
1.0,-2.0152668952941895,49,49
1.0,-2.3842403888702393,54,54
1.0,-2.900747776031494,59,59
1.0,-2.874303102493286,64,64
1.0,-2.6590607166290283,69,69
1.0,-2.931778907775879,74,74
1.0,-3.0701098442077637,79,79
1.0,-3.2027904987335205,84,84
1.0,-3.301772117614746,89,89
1.0,-3.0849239826202393,94,94
1.0,-3.334016799926758,99,99
