step,loss,epoch,outside box penalty
4,1.2844345569610596,4,1.0
9,0.8291441798210144,9,1.0
14,-0.23138414323329926,14,1.0
19,-1.050485610961914,19,1.0
24,-0.7041881084442139,24,1.0
