outside box penalty,loss,step,epoch
1.0,1.2410271167755127,4,4
1.0,0.6856687664985657,9,9
1.0,-0.6392889618873596,14,14
1.0,-1.638658881187439,19,19
1.0,-1.56194269657135,24,24
1.0,-1.6502089500427246,29,29
1.0,-1.7556296586990356,34,34
1.0,-1.9964993000030518,39,39
1.0,-2.1923625469207764,44,44
1.0,-1.7390097379684448,49,49
1.0,-2.5001535415649414,54,54
1.0,-3.319833993911743,59,59
1.0,-3.7116658687591553,64,64
1.0,-3.382957696914673,69,69
1.0,-3.8723607063293457,74,74
1.0,-3.6812920570373535,79,79
1.0,-3.710832118988037,84,84
1.0,-3.598682403564453,89,89
1.0,-3.635864496231079,94,94
1.0,-3.8601884841918945,99,99
