loss,step,outside box penalty,epoch
2.690828323364258,4,1.0000499486923218,4
2.3515267372131348,9,1.0000396966934204,9
1.667114019393921,14,1.0000135898590088,14
1.5724018812179565,19,1.0000020265579224,19
1.4245301485061646,24,1.000004529953003,24
1.359156847000122,29,1.000016450881958,29
1.3581217527389526,34,1.0000207424163818,34
1.3263157606124878,39,1.0000215768814087,39
1.3069772720336914,44,1.0000196695327759,44
1.2987476587295532,49,1.0000147819519043,49
1.2782044410705566,54,1.0000194311141968,54
1.2598202228546143,59,1.0000228881835938,59
1.2380765676498413,64,1.0000303983688354,64
1.2070684432983398,69,1.0000344514846802,69
1.174983263015747,74,1.0000338554382324,74
1.1523308753967285,79,1.0000323057174683,79
1.1339256763458252,84,1.0000323057174683,84
1.1225452423095703,89,1.0000377893447876,89
1.104439377784729,94,1.0000404119491577,94
1.0960509777069092,99,1.000045895576477,99
1.0788146257400513,104,1.0030714273452759,104
1.0786871910095215,109,1.0000468492507935,109
1.0779623985290527,114,1.0000404119491577,114
1.0778989791870117,119,1.0000357627868652,119
1.059401035308838,124,1.0000369548797607,124
1.0592083930969238,129,1.0000370740890503,129
1.0476195812225342,134,1.0000392198562622,134
1.0454750061035156,139,1.0000383853912354,139
1.026243805885315,144,1.0000380277633667,144
1.0057953596115112,149,1.0000401735305786,149
0.9899508953094482,154,1.0000427961349487,154
0.9707573056221008,159,1.000046730041504,159
0.9474068880081177,164,1.0000461339950562,164
0.93003249168396,169,1.000044345855713,169
0.9020788073539734,174,1.0000464916229248,174
0.8904470205307007,179,1.000049114227295,179
0.8549281358718872,184,1.000040888786316,184
0.8521261215209961,189,1.000037431716919,189
0.7967096567153931,194,1.000041127204895,194
0.7670512199401855,199,1.0000457763671875,199
0.7314291000366211,204,1.0000451803207397,204
0.7141218781471252,209,1.0000468492507935,209
0.705161452293396,214,1.0000447034835815,214
0.6940168142318726,219,1.000045657157898,219
0.6679036617279053,224,1.0000447034835815,224
0.6609865427017212,229,1.0000468492507935,229
0.6567626595497131,234,1.0000470876693726,234
0.6485499143600464,239,1.0000441074371338,239
0.6347061395645142,244,1.0000455379486084,244
0.6757041215896606,249,1.0000468492507935,249
0.6203335523605347,254,1.0000474452972412,254
