outside box penalty,loss,step,epoch
1.0,1.205085277557373,4,4
1.0,0.4629476070404053,9,9
1.0,-1.0967128276824951,14,14
1.0,-0.6024166941642761,19,19
1.0,-1.049086332321167,24,24
1.0,0.1610911339521408,29,29
1.0,-0.48183366656303406,34,34
1.0,-0.27269357442855835,39,39
1.0,-1.4466968774795532,44,44
1.0,-1.6233636140823364,49,49
1.0,-0.8746582269668579,54,54
1.0,-1.3135950565338135,59,59
1.0,-1.4393444061279297,64,64
1.0,-1.5131458044052124,69,69
1.0,-1.5950740575790405,74,74
1.0,-1.53455650806427,79,79
1.0,-1.4892629384994507,84,84
1.0,-1.543516755104065,89,89
1.0,-1.6061965227127075,94,94
1.0,-1.6172688007354736,99,99
