loss,epoch,step,outside box penalty
1.2837821245193481,4,4,1.0
0.821151614189148,9,9,1.0
-0.38964661955833435,14,14,1.0
-0.9733906984329224,19,19,1.0
-0.7700374126434326,24,24,1.0
