loss,outside box penalty,epoch,step
1.2927721738815308,1.0,4,4
0.8496131896972656,1.0,9,9
-0.3871367573738098,1.0,14,14
-1.245456576347351,1.0,19,19
-1.1710528135299683,1.0,24,24
