outside box penalty,loss,epoch,step
1.0,1.2144808769226074,4,4
1.0,0.4046873152256012,9,9
1.0,-1.120500087738037,14,14
1.0,-2.1612706184387207,19,19
1.0,-2.1360740661621094,24,24
