outside box penalty,loss,epoch,step
1.0,1.216827392578125,4,4
1.0,0.5261691212654114,9,9
1.0,-1.2304280996322632,14,14
1.0,-1.4437003135681152,19,19
1.0,-1.8464215993881226,24,24
