outside box penalty,loss,epoch,step
1.0,1.2594544887542725,4,4
1.0,0.77447509765625,9,9
1.0,-0.36378270387649536,14,14
1.0,-0.16799698770046234,19,19
1.0,-1.3557195663452148,24,24
