outside box penalty,loss,step,epoch
1.0,1.297199010848999,4,4
1.0,0.8721700310707092,9,9
1.0,-0.2802909314632416,14,14
1.0,-1.0507460832595825,19,19
1.0,-1.3191558122634888,24,24
1.0,-0.28871771693229675,29,29
1.0,-0.9336860179901123,34,34
1.0,-1.4369964599609375,39,39
1.0,-1.2341012954711914,44,44
1.0,-0.7320423722267151,49,49
1.0,-1.193215012550354,54,54
1.0,-1.3847177028656006,59,59
1.0,-1.4747627973556519,64,64
1.0,-1.6456224918365479,69,69
1.0,-1.5946017503738403,74,74
1.0,-1.5797412395477295,79,79
1.0,-1.6582539081573486,84,84
1.0,-1.6835700273513794,89,89
1.0,-1.6775060892105103,94,94
1.0,-1.701326847076416,99,99
