outside box penalty,step,loss,epoch
1.000014305114746,4,1.730328917503357,4
1.0000118017196655,9,1.6509289741516113,9
1.0000090599060059,14,1.564803957939148,14
1.0000061988830566,19,1.478453516960144,19
1.000004768371582,24,1.440569519996643,24
1.0000038146972656,29,1.4303181171417236,29
1.0000022649765015,34,1.4058903455734253,34
1.0000008344650269,39,1.3922810554504395,39
1.0,44,1.3906092643737793,44
1.0000003576278687,49,1.3895460367202759,49
1.0,54,1.3864831924438477,54
1.0,59,1.3850243091583252,59
1.0,64,1.3843786716461182,64
1.0,69,1.3828730583190918,69
1.0,74,1.3811285495758057,74
1.0,79,1.3796385526657104,79
1.0,84,1.3778643608093262,84
1.0,89,1.3755109310150146,89
1.0,94,1.3724980354309082,94
1.0,99,1.3683929443359375,99
1.0,104,1.3625468015670776,104
1.0000003576278687,109,1.3541924953460693,109
1.0000011920928955,114,1.3422538042068481,114
1.0000025033950806,119,1.3259575366973877,119
1.0000040531158447,124,1.3087191581726074,124
1.0000056028366089,129,1.2934516668319702,129
1.000006914138794,134,1.2783606052398682,134
1.000007152557373,139,1.2671784162521362,139
1.0000067949295044,144,1.2530845403671265,144
1.000005841255188,149,1.2383514642715454,149
1.000006914138794,154,1.217886209487915,154
1.0000079870224,159,1.1985187530517578,159
1.0000076293945312,164,1.180275321006775,164
1.0000081062316895,169,1.165895700454712,169
1.0000096559524536,174,1.147059679031372,174
1.0000101327896118,179,1.1293528079986572,179
1.0000104904174805,184,1.11011803150177,184
1.0000123977661133,189,1.0954837799072266,189
1.000014066696167,194,1.0751334428787231,194
1.000015139579773,199,1.0619491338729858,199
1.0000165700912476,204,1.0470244884490967,204
1.0000187158584595,209,1.0328432321548462,209
1.0000208616256714,214,1.021949291229248,214
1.0000237226486206,219,1.0056933164596558,219
1.0000269412994385,224,0.9896844625473022,224
1.0000306367874146,229,0.9774456024169922,229
1.0000338554382324,234,0.9672965407371521,234
1.0000355243682861,239,0.9613798260688782,239
1.0000367164611816,244,0.9559889435768127,244
1.000036358833313,249,0.9511135220527649,249
1.000035285949707,254,0.948627233505249,254
1.0000356435775757,259,0.947920024394989,259
1.0000356435775757,264,0.9403880834579468,264
1.0000358819961548,269,0.9379433393478394,269
1.0000357627868652,274,0.9303427338600159,274
1.0000360012054443,279,0.9257571697235107,279
1.0000362396240234,284,0.9211741089820862,284
1.0000362396240234,289,0.917165994644165,289
1.000036358833313,294,0.9132457375526428,294
1.000036358833313,299,0.9108999967575073,299
1.0000358819961548,304,0.9082880020141602,304
1.0000360012054443,309,0.9058642983436584,309
1.0000358819961548,314,0.9035463929176331,314
1.0000357627868652,319,0.9015620946884155,319
1.0000357627868652,324,0.8993216156959534,324
1.0000357627868652,329,0.8973872065544128,329
1.0000358819961548,334,0.8953952789306641,334
1.0000361204147339,339,0.8931307196617126,339
1.000036358833313,344,0.8897593021392822,344
1.000036597251892,349,0.8922845721244812,349
1.0000368356704712,354,0.8863824605941772,354
1.0000373125076294,359,0.8860646486282349,359
1.0000373125076294,364,0.8893690705299377,364
1.000037431716919,369,0.8811986446380615,369
1.000037670135498,374,0.8791971206665039,374
1.000037670135498,379,0.8773053884506226,379
1.0000380277633667,384,0.8763794898986816,384
1.0000381469726562,389,0.8719244003295898,389
1.0000383853912354,394,0.8697332143783569,394
1.000038504600525,399,0.8683878183364868,399
1.0000386238098145,404,0.865925133228302,404
1.0000381469726562,409,0.8631330728530884,409
1.000037670135498,414,0.859756350517273,414
1.0000370740890503,419,0.8560834527015686,419
1.0000361204147339,424,0.8524863719940186,424
1.0000355243682861,429,0.8494605422019958,429
1.0000349283218384,434,0.8432601094245911,434
1.0000344514846802,439,0.8395275473594666,439
1.000033974647522,444,0.8351877331733704,444
1.0000333786010742,449,0.8278103470802307,449
1.0000330209732056,454,0.8141482472419739,454
1.0000327825546265,459,0.8070641756057739,459
1.0000327825546265,464,0.7980729937553406,464
1.0000334978103638,469,0.7818307280540466,469
1.0000336170196533,474,0.7663846611976624,474
1.0000336170196533,479,0.7493936419487,479
1.0000337362289429,484,0.7452514171600342,484
1.0000343322753906,489,0.7857614159584045,489
1.0000346899032593,494,0.7966992855072021,494
1.000030517578125,499,0.7313874959945679,499
1.000032663345337,504,0.7458180785179138,504
1.0000344514846802,509,0.7362726926803589,509
1.0000336170196533,514,0.6711689233779907,514
1.0000331401824951,519,0.6794798374176025,519
1.000032901763916,524,0.658401608467102,524
1.000032901763916,529,0.632690966129303,529
1.0000331401824951,534,0.623211681842804,534
1.0000327825546265,539,0.6079195141792297,539
1.0000324249267578,544,0.6163928508758545,544
1.0000323057174683,549,0.647144615650177,549
1.0000284910202026,554,0.5878328680992126,554
1.0000276565551758,559,0.5859208703041077,559
1.0000269412994385,564,0.6256982088088989,564
1.0000277757644653,569,0.5648989677429199,569
1.000025987625122,574,0.5390872955322266,574
1.0000256299972534,579,0.5370319485664368,579
1.0000261068344116,584,0.5842592120170593,584
1.0000251531600952,589,0.5566325187683105,589
1.0000231266021729,594,0.5540221929550171,594
1.0000234842300415,599,0.5057189464569092,599
1.0000249147415161,604,0.5190060138702393,604
1.0000251531600952,609,0.5093176364898682,609
1.0000256299972534,614,0.5256714224815369,614
1.0000258684158325,619,0.5563366413116455,619
1.0000241994857788,624,0.4960731267929077,624
1.0000241994857788,629,0.48089006543159485,629
1.000024437904358,634,0.5118753910064697,634
1.0000239610671997,639,0.5665286779403687,639
1.0000245571136475,644,0.5510410666465759,644
1.0000239610671997,649,0.5078546404838562,649
1.0000239610671997,654,0.5100467801094055,654
1.0000247955322266,659,0.5088288187980652,659
1.0000247955322266,664,0.4957677125930786,664
1.0000245571136475,669,0.47981101274490356,669
1.0000245571136475,674,0.4557039737701416,674
1.0000241994857788,679,0.49484774470329285,679
1.0000247955322266,684,0.4496399760246277,684
1.0000252723693848,689,0.4609651267528534,689
1.0000252723693848,694,0.4495973289012909,694
1.000024437904358,699,0.46026772260665894,699
1.0000239610671997,704,0.45815467834472656,704
1.000023603439331,709,0.4458662271499634,709
1.0000240802764893,714,0.4528729319572449,714
1.0000234842300415,719,0.44609373807907104,719
1.0000239610671997,724,0.4285099506378174,724
1.000024437904358,729,0.4607865810394287,729
1.0000237226486206,734,0.4345209002494812,734
1.0000240802764893,739,0.4336261451244354,739
1.000023365020752,744,0.4159030318260193,744
1.000023365020752,749,0.43156898021698,749
1.0000232458114624,754,0.41214677691459656,754
1.0000224113464355,759,0.459994912147522,759
1.0000215768814087,764,0.4830802381038666,764
1.0000215768814087,769,0.4312249720096588,769
1.0000216960906982,774,0.4321715831756592,774
1.0000218152999878,779,0.46446335315704346,779
1.000020980834961,784,0.4283410906791687,784
1.0000206232070923,789,0.4784722328186035,789
1.0000200271606445,794,0.4997277855873108,794
1.000019907951355,799,0.47074469923973083,799
1.000020146369934,804,0.446247398853302,804
1.0000197887420654,809,0.43442901968955994,809
1.0000200271606445,814,0.41803881525993347,814
1.0000206232070923,819,0.418531596660614,819
1.0000207424163818,824,0.45402052998542786,824
1.0000208616256714,829,0.3997654616832733,829
1.0000211000442505,834,0.3986975848674774,834
1.0000215768814087,839,0.43221181631088257,839
1.000022292137146,844,0.4230784773826599,844
1.00002121925354,848,0.3873099684715271,848
