outside box penalty,loss,epoch,step
1.0,1.230164647102356,4,4
1.0,0.6500243544578552,9,9
1.0,-0.6583274602890015,14,14
1.0,-1.7393079996109009,19,19
1.0,-2.0621390342712402,24,24
