outside box penalty,loss,step,epoch
1.0,1.2968683242797852,4,4
1.0,0.9103635549545288,9,9
1.0,-0.02442524954676628,14,14
1.0,-0.7573745250701904,19,19
1.0,-0.6976627111434937,24,24
1.0,-0.7368685603141785,29,29
1.0,-1.0761343240737915,34,34
1.0,-0.9828861951828003,39,39
1.0,-1.1540982723236084,44,44
1.0,-1.2040990591049194,49,49
1.0,-1.2721596956253052,54,54
1.0,-1.3762571811676025,59,59
1.0,-1.4949475526809692,64,64
1.0,-1.7966684103012085,69,69
1.0,-2.309903621673584,74,74
1.0,-2.984804153442383,79,79
1.0,-3.3409318923950195,84,84
1.0,-2.899122714996338,89,89
1.0,-2.6827661991119385,94,94
1.0,-3.1854403018951416,99,99
