outside box penalty,loss,step,epoch
1.0,1.2728538513183594,4,4
1.0,0.7193711400032043,9,9
1.0,-0.7675323486328125,14,14
1.0,-1.0144579410552979,19,19
1.0,0.7571440935134888,24,24
1.0,-0.5426639914512634,29,29
1.0,0.2222905457019806,34,34
1.0,0.04633970186114311,39,39
1.0,-0.9609299302101135,44,44
1.0,-1.1029777526855469,49,49
1.0,-1.3867847919464111,54,54
1.0,-1.1559417247772217,59,59
1.0,-1.4375296831130981,64,64
1.0,-1.4009422063827515,69,69
1.0,-1.429451584815979,74,74
1.0,-1.465386152267456,79,79
1.0,-1.4692935943603516,84,84
1.0,-1.483506441116333,89,89
1.0,-1.497735619544983,94,94
1.0,-1.5087372064590454,99,99
