loss,step,outside box penalty,epoch
2.2314765453338623,4,1.0000361204147339,4
2.021357536315918,9,1.0000296831130981,9
1.7199866771697998,14,1.0000184774398804,14
1.4717495441436768,19,1.0000102519989014,19
1.3731305599212646,24,1.000014305114746,24
1.3456746339797974,29,1.0000206232070923,29
1.2932491302490234,34,1.0000423192977905,34
1.273581862449646,39,1.0000369548797607,39
1.2458423376083374,44,1.0000431537628174,44
1.2326805591583252,49,1.0000373125076294,49
1.220454454421997,54,1.0000379085540771,54
1.2092170715332031,59,1.00003981590271,59
1.1957978010177612,64,1.0000457763671875,64
1.1840794086456299,69,1.000046730041504,69
1.1702203750610352,74,1.0000481605529785,74
1.1587471961975098,79,1.0000511407852173,79
1.148338794708252,84,1.0000545978546143,84
1.1391959190368652,89,1.0000567436218262,89
1.125274896621704,94,1.0000572204589844,94
1.110366702079773,99,1.000056505203247,99
1.095271348953247,104,1.00006103515625,104
1.0723026990890503,109,1.000064730644226,109
1.0469199419021606,114,1.0000683069229126,114
1.0146361589431763,119,1.0000747442245483,119
0.9934628009796143,124,1.0000725984573364,124
0.9938162565231323,129,1.000074028968811,129
0.9695554971694946,134,1.000075340270996,134
0.9444400072097778,139,1.000074028968811,139
0.9269782304763794,144,1.0000735521316528,144
0.885756254196167,149,1.000075101852417,149
0.8755673170089722,154,1.0000780820846558,154
0.8721044659614563,159,1.0000759363174438,159
0.8493503332138062,164,1.0000797510147095,164
0.8173037767410278,169,1.0000780820846558,169
0.8149572014808655,174,1.000077724456787,174
0.7883704900741577,179,1.00008225440979,179
0.7570108771324158,184,1.000084400177002,184
0.7481803894042969,189,1.0000841617584229,189
0.7479000091552734,194,1.0000817775726318,194
0.7910353541374207,199,1.0000803470611572,199
0.7897782325744629,204,1.0000851154327393,204
0.721696674823761,209,1.0000884532928467,209
0.7199277877807617,214,1.0000946521759033,214
0.7362895011901855,219,1.000091791152954,219
0.7056227922439575,224,1.0000946521759033,224
0.7552801370620728,229,1.0000866651535034,229
0.6742204427719116,234,1.000093936920166,234
0.669938325881958,239,1.000091791152954,239
0.6634918451309204,244,1.000092625617981,244
0.6462865471839905,249,1.0000954866409302,249
0.6284521818161011,254,1.0000985860824585,254
0.6234208345413208,259,1.000098466873169,259
0.667418897151947,264,1.0000964403152466,264
0.7062265872955322,269,1.0001028776168823,269
0.688987135887146,274,1.0000965595245361,274
0.6293966770172119,279,1.0001041889190674,279
0.6201139688491821,284,1.0001001358032227,284
0.6554914116859436,289,1.0001040697097778,289
0.7095596790313721,294,1.0000959634780884,294
0.664819598197937,299,1.0001028776168823,299
0.6025303602218628,304,1.0000998973846436,304
0.6424787640571594,309,1.0000946521759033,309
0.5667170286178589,314,1.0001001358032227,314
0.6214134693145752,319,1.000100016593933,319
0.5796173810958862,324,1.000101089477539,324
0.5652947425842285,329,1.0001087188720703,329
0.5997622609138489,334,1.0001072883605957,334
0.5972867012023926,339,1.000107765197754,339
0.6810557842254639,344,1.0001060962677002,344
0.5611660480499268,349,1.0001130104064941,349
0.48941224813461304,354,1.0001070499420166,354
0.5043760538101196,359,1.0001051425933838,359
0.4534871578216553,364,1.0001050233840942,364
0.47438159584999084,369,1.0001087188720703,369
0.4656027853488922,374,1.0001081228256226,374
0.522194504737854,379,1.00010347366333,379
0.39273834228515625,384,1.0001119375228882,384
0.5420211553573608,389,1.0001087188720703,389
0.5197650790214539,394,1.00011146068573,394
0.5002802610397339,399,1.0001076459884644,399
0.5168235898017883,404,1.0001100301742554,404
0.45218127965927124,409,1.000109314918518,409
0.41729873418807983,414,1.0001111030578613,414
0.3152400553226471,419,1.000107765197754,419
0.40914493799209595,424,1.00010347366333,424
0.33712464570999146,429,1.0001062154769897,429
0.2668711543083191,434,1.0001100301742554,434
0.33949312567710876,439,1.000105381011963,439
0.2621999979019165,444,1.0001051425933838,444
0.326779842376709,449,1.000106930732727,449
0.30317962169647217,454,1.0001028776168823,454
0.36683085560798645,459,1.000106692314148,459
0.27086299657821655,464,1.0000971555709839,464
0.30204451084136963,469,1.000095009803772,469
0.23296043276786804,474,1.000093936920166,474
0.2857063412666321,479,1.0000965595245361,479
0.16395415365695953,484,1.000101923942566,484
0.18833540380001068,489,1.0001022815704346,489
0.30444663763046265,494,1.0001026391983032,494
0.3424754738807678,499,1.0000872611999512,499
0.1961049735546112,504,1.000093698501587,504
