step,loss,epoch,outside box penalty
4,1.4079456329345703,4,1.0000009536743164
9,1.3946707248687744,9,1.0
14,1.3863452672958374,14,1.0
19,1.3753974437713623,19,1.0000008344650269
24,1.363059401512146,24,1.000002384185791
29,1.352272629737854,29,1.000003457069397
34,1.3448821306228638,34,1.0000051259994507
39,1.3367645740509033,39,1.0000061988830566
44,1.3295363187789917,44,1.0000075101852417
49,1.3242154121398926,49,1.0000089406967163
54,1.3201510906219482,54,1.0000102519989014
59,1.3170772790908813,59,1.000011682510376
64,1.3146954774856567,64,1.0000125169754028
69,1.3125444650650024,69,1.0000131130218506
74,1.3104122877120972,74,1.0000135898590088
79,1.3081756830215454,79,1.000014305114746
84,1.3057680130004883,84,1.0000145435333252
89,1.3031885623931885,89,1.0000150203704834
94,1.3004270792007446,94,1.000015139579773
99,1.297446370124817,99,1.0000158548355103
104,1.294227123260498,104,1.0000159740447998
109,1.2906798124313354,109,1.000016689300537
114,1.2867194414138794,114,1.0000174045562744
119,1.2822767496109009,119,1.0000182390213013
124,1.2772024869918823,124,1.0000193119049072
129,1.2712764739990234,129,1.0000206232070923
134,1.2641825675964355,134,1.0000221729278564
139,1.2554749250411987,139,1.0000238418579102
144,1.2445255517959595,144,1.0000264644622803
149,1.230393886566162,149,1.0000295639038086
154,1.211594581604004,154,1.0000336170196533
159,1.185762882232666,159,1.000038743019104
164,1.1505500078201294,164,1.0000451803207397
169,1.1280463933944702,169,1.0000478029251099
174,1.1076933145523071,174,1.0000449419021606
179,1.0936663150787354,179,1.000040054321289
184,1.0843580961227417,184,1.00003981590271
189,1.0793253183364868,189,1.00003981590271
194,1.075035572052002,194,1.000036597251892
199,1.0706735849380493,199,1.0000356435775757
204,1.0664559602737427,204,1.0000360012054443
209,1.0625133514404297,209,1.0000357627868652
214,1.0580615997314453,214,1.000033974647522
219,1.0533440113067627,219,1.0000325441360474
224,1.0482226610183716,224,1.0000320672988892
229,1.043963074684143,229,1.000031590461731
234,1.0400428771972656,234,1.000030755996704
239,1.0366847515106201,239,1.0000306367874146
244,1.0338090658187866,244,1.0000309944152832
249,1.031106948852539,249,1.000030755996704
254,1.0286962985992432,254,1.0000314712524414
259,1.0267457962036133,259,1.0000313520431519
264,1.0247116088867188,264,1.00003182888031
269,1.0227940082550049,269,1.0000321865081787
274,1.021000862121582,274,1.000032663345337
279,1.0192062854766846,279,1.000032663345337
284,1.017275094985962,284,1.0000325441360474
289,1.0151724815368652,289,1.0000325441360474
294,1.0130887031555176,294,1.000032663345337
299,1.0111362934112549,299,1.000032663345337
304,1.009295105934143,304,1.000032901763916
309,1.0075238943099976,309,1.0000332593917847
314,1.005769968032837,314,1.0000333786010742
319,1.0039639472961426,319,1.0000337362289429
324,1.0020899772644043,324,1.0000337362289429
329,1.000166654586792,329,1.000033974647522
334,0.9989655613899231,334,1.000033974647522
339,0.9961138963699341,339,1.0000340938568115
344,0.9942697286605835,344,1.0000344514846802
349,0.9918363094329834,349,1.0000345706939697
354,0.9896129369735718,354,1.0000344514846802
359,0.9868204593658447,359,1.0000346899032593
364,0.9841234087944031,364,1.000035047531128
369,0.9810409545898438,369,1.0000351667404175
374,0.977705180644989,374,1.0000354051589966
379,0.9740246534347534,379,1.0000354051589966
384,0.9700760841369629,384,1.0000354051589966
389,0.9657670855522156,389,1.0000356435775757
394,0.9610416889190674,394,1.0000357627868652
399,0.9559111595153809,399,1.0000362396240234
404,0.9504693746566772,404,1.0000362396240234
409,0.9449838399887085,409,1.000036597251892
414,0.9404630661010742,414,1.000036597251892
419,0.9362273812294006,419,1.000036597251892
424,0.9323397278785706,424,1.0000367164611816
429,0.9291433095932007,429,1.000036597251892
434,0.9215326309204102,434,1.0000369548797607
439,0.9184626936912537,439,1.0000369548797607
444,0.9134386777877808,444,1.0000367164611816
449,0.9087960124015808,449,1.0000368356704712
454,0.9039942026138306,454,1.0000368356704712
459,0.8990422487258911,459,1.0000367164611816
464,0.8940308690071106,464,1.0000368356704712
469,0.8887815475463867,469,1.0000370740890503
474,0.8831995725631714,474,1.0000371932983398
479,0.8774641752243042,479,1.0000371932983398
484,0.8715602159500122,484,1.0000370740890503
489,0.8653966784477234,489,1.0000375509262085
494,0.8588078618049622,494,1.0000373125076294
499,0.8518146276473999,499,1.000037431716919
