outside box penalty,loss,epoch,step
1.0,1.250841498374939,4,4
1.0,0.7291715145111084,9,9
1.0,-0.8754413723945618,14,14
1.0,-0.5650444030761719,19,19
1.0,-0.562191367149353,24,24
