outside box penalty,loss,step,epoch
1.0,1.220906376838684,4,4
1.0,0.6387588977813721,9,9
1.0,-0.7877087593078613,14,14
1.0,-1.5225145816802979,19,19
1.0,-1.1354336738586426,24,24
1.0,-2.615778923034668,29,29
1.0,-3.1579082012176514,34,34
1.0,-2.9741170406341553,39,39
1.0,-3.1504065990448,44,44
1.0,-3.334599256515503,49,49
1.0,-3.156818151473999,54,54
1.0,-3.509796142578125,59,59
1.0,-3.6020138263702393,64,64
1.0,-3.4033560752868652,69,69
1.0,-3.5918056964874268,74,74
1.0,-3.534799575805664,79,79
1.0,-3.7068543434143066,84,84
1.0,-3.7522380352020264,89,89
1.0,-3.7510035037994385,94,94
1.0,-3.810363531112671,99,99
