outside box penalty,loss,epoch,step
1.0,1.1798571348190308,4,4
1.0,0.4890199303627014,9,9
1.0,-1.2256181240081787,14,14
1.0,-1.4573005437850952,19,19
1.0,-0.08740738779306412,24,24
