outside box penalty,loss,epoch,step
1.0,1.1687098741531372,4,4
1.0,0.3802482783794403,9,9
1.0,-0.1618622988462448,14,14
1.0,0.08287793397903442,19,19
1.0,-0.7118159532546997,24,24
