outside box penalty,loss,step,epoch
1.0,1.2801913022994995,4,4
1.0,0.8078839778900146,9,9
1.0,-0.422459214925766,14,14
1.0,-1.374784231185913,19,19
1.0,-1.4239965677261353,24,24
1.0,-1.4166605472564697,29,29
1.0,-1.5090137720108032,34,34
1.0,-1.528914451599121,39,39
1.0,-1.5781186819076538,44,44
1.0,-1.5810534954071045,49,49
1.0,-1.6495717763900757,54,54
1.0,-1.6546686887741089,59,59
1.0,-1.6080873012542725,64,64
1.0,-1.7061291933059692,69,69
1.0,-1.6139781475067139,74,74
1.0,-1.3660049438476562,79,79
1.0,-1.6376144886016846,84,84
1.0,-1.7540829181671143,89,89
1.0,-1.7622946500778198,94,94
1.0,-1.7300705909729004,99,99
